lemma,language,saliency rank,saliency score
hallucination,nl,9698,-0.2826607720881778
pianist,es,9699,-0.28334776809618356
depreciation,en,9700,-0.2835065777838768
ten,zh,9701,-0.2835932092037923
handbag,es,9702,-0.28363755594104484
eruption,nl,9703,-0.283894378757636
promotion,es,9704,-0.2842261600786261
monopoly,zh,9705,-0.28432463286613835
matador,en,9706,-0.28456496210775545
polyp,en,9707,-0.28463344776167004
eyelid,en,9708,-0.2846922709101399
rescue,en,9709,-0.28471751805896195
confusion,zh,9710,-0.2847305356988855
excellence,en,9711,-0.285037195514028
hub,zh,9712,-0.28517970443634233
sixty,es,9713,-0.28535640421717606
philanthropist,es,9714,-0.28537504222850063
complementary,nl,9715,-0.28545367806413796
revoke,es,9716,-0.2856991805242216
lithium,en,9717,-0.28600627085113844
stomach,es,9718,-0.28613613030097523
space,nl,9719,-0.28676177750385
coronation,nl,9720,-0.286856111103918
coronation,es,9721,-0.2868561111039196
paddle,es,9722,-0.2869203481359206
backpack,nl,9723,-0.2872896665012907
miniskirt,zh,9724,-0.2873218570778793
widower,en,9725,-0.2874907083823389
adultery,en,9726,-0.2877005403112527
mug,es,9727,-0.28774372204479637
campaign,zh,9728,-0.2878592764833042
accelerator,nl,9729,-0.28811709618420517
curse,zh,9730,-0.28855578459230247
nitrogen,nl,9731,-0.288604343882943
occupy,en,9732,-0.2886108872791838
altar,es,9733,-0.28869253891338914
combination,es,9734,-0.2887216148823075
crusade,zh,9735,-0.289032491966451
disorder,en,9736,-0.28910874833245176
monolith,nl,9737,-0.2893933295976038
monolith,zh,9738,-0.28939332959760705
gambler,en,9739,-0.289399511776609
shrunk,es,9740,-0.2894237332708247
orchid,es,9741,-0.28978669087201886
radar,zh,9742,-0.2898925981710825
mummy,nl,9743,-0.2899231024832788
lettuce,es,9744,-0.29006999019076396
pulley,zh,9745,-0.2901508699574051
curse,nl,9746,-0.2903040277769096
parasite,zh,9747,-0.29035250823351927
drill,es,9748,-0.2903787581464191
completely,es,9749,-0.2904034111348899
leg,en,9750,-0.29047712974128154
lick,en,9751,-0.2910500165804475
attribute,en,9752,-0.2910631718549705
artery,en,9753,-0.2914665451243377
reign,en,9754,-0.2915127360085174
bartender,nl,9755,-0.2917635170227977
bartender,es,9756,-0.29176351702279935
bartender,en,9757,-0.29176351702280096
angel,nl,9758,-0.2923482871539657
popularity,es,9759,-0.29241329973616326
soprano,es,9760,-0.29244824170262873
confidential,nl,9761,-0.29275876813085266
intervention,en,9762,-0.29312522826195153
fictional,zh,9763,-0.2933023561131674
rattlesnake,nl,9764,-0.2934634450780616
modern,es,9765,-0.2935118246560186
filling,zh,9766,-0.29378057586798395
authoritarianism,nl,9767,-0.2939205818474475
authoritarianism,en,9768,-0.29392058184745073
authoritarianism,zh,9769,-0.29392058184745073
thimble,nl,9770,-0.2940012954251551
ventilation,nl,9771,-0.2940668242372572
platypus,nl,9772,-0.2941667948253324
turbine,zh,9773,-0.29418075359467294
measurement,es,9774,-0.29431828750472055
chisel,en,9775,-0.2943504183358013
slice,zh,9776,-0.29470444342314805
caliber,nl,9777,-0.29499614834878035
intervention,nl,9778,-0.295066049317129
elite,es,9779,-0.29554038111760217
beautician,es,9780,-0.2955962824458007
beautician,en,9781,-0.2955962824458023
tooth,nl,9782,-0.29576145643636464
screwdriver,zh,9783,-0.29584019837089304
championship,en,9784,-0.2959289611824894
fishing,en,9785,-0.29627746435389457
commission,en,9786,-0.2963310924321687
catalyst,es,9787,-0.29634011615593303
subjective,en,9788,-0.29640143129037
bakery,nl,9789,-0.2964262982419543
stork,es,9790,-0.2964581257691334
blacksmith,zh,9791,-0.296519510839251
debate,en,9792,-0.29653511481611355
placenta,zh,9793,-0.29689491970169685
stutter,en,9794,-0.2971622793573961
cobalt,nl,9795,-0.29719687764104635
cobalt,es,9796,-0.29719687764104796
leopard,en,9797,-0.29737864045335977
remote,es,9798,-0.2977236266772304
calendar,nl,9799,-0.2982501493074533
benevolence,zh,9800,-0.2983469316471204
saffron,nl,9801,-0.2983897438532956
influence,es,9802,-0.2984589103207228
alley,zh,9803,-0.2986295453216001
encryption,nl,9804,-0.29872203727314617
paint,es,9805,-0.29872995721917767
short,es,9806,-0.29908756327305985
question,es,9807,-0.2991002711577422
astronomer,nl,9808,-0.29940573053552183
queen,es,9809,-0.2997970398092686
antibiotic,zh,9810,-0.30007522263212555
specification,nl,9811,-0.3003956465950813
encryption,en,9812,-0.3004500959596573
ink,es,9813,-0.3005368187640439
infatuation,es,9814,-0.3005923012768379
patriotism,es,9815,-0.3007289152960009
haunt,zh,9816,-0.3009562731696354
gently,en,9817,-0.30102359996927724
municipal,en,9818,-0.3012034410770622
deacon,nl,9819,-0.30132447376205795
deacon,es,9820,-0.30132447376205956
disciple,en,9821,-0.3013870695522995
dense,en,9822,-0.3013934727565902
ray,zh,9823,-0.3014673095534262
defender,zh,9824,-0.3014969224357593
slipper,en,9825,-0.3017859710198366
worried,en,9826,-0.3018582217593814
ode,es,9827,-0.30220961769880805
death,zh,9828,-0.30231334165547996
chest,es,9829,-0.30253958421164484
coin,nl,9830,-0.3025941412800838
excuse,es,9831,-0.30269203538290285
monk,en,9832,-0.3030337847376819
scan,nl,9833,-0.30309597029455987
relative,en,9834,-0.30332210833674067
function,nl,9835,-0.3035099529795686
fifty,en,9836,-0.30374034144858536
archive,en,9837,-0.3045970354652396
bronchitis,es,9838,-0.30462721192356873
bronchitis,zh,9839,-0.30462721192357034
macro,en,9840,-0.3046281167272401
expensive,es,9841,-0.30487678377731775
aqueduct,nl,9842,-0.30505048797361745
karma,es,9843,-0.3050594881142768
push,nl,9844,-0.30525767225821165
carnation,es,9845,-0.3054067024547852
colonialism,nl,9846,-0.3055067704133096
resonance,zh,9847,-0.305711817410182
spear,nl,9848,-0.3058105321366669
perseverance,nl,9849,-0.3058753978161724
velvet,nl,9850,-0.30618127665009276
shame,en,9851,-0.30625404284072705
laundering,es,9852,-0.30631480287045726
uterus,nl,9853,-0.3064458075501128
villager,es,9854,-0.30649932198014657
judge,es,9855,-0.30657453725968553
unconscious,en,9856,-0.3068409760350943
club,nl,9857,-0.3069335506182193
consistency,nl,9858,-0.30696924157714905
daffodil,nl,9859,-0.3070074976331446
seminar,nl,9860,-0.30709233342961395
fifty,nl,9861,-0.3073482420106912
cod,es,9862,-0.3074556393298397
cod,zh,9863,-0.3074556393298413
poison,en,9864,-0.30754232612081994
mayonnaise,es,9865,-0.30767013128105075
transparent,nl,9866,-0.3076716439841064
idealism,zh,9867,-0.3079288581880672
import,en,9868,-0.30807025785862713
shake,zh,9869,-0.3080749079641136
awarded,nl,9870,-0.3084779807714444
numbering,en,9871,-0.30849929008720656
capitalism,zh,9872,-0.30879329372144126
casino,en,9873,-0.3088406753265973
subtitle,en,9874,-0.30893233097838585
spend,zh,9875,-0.3089633377759536
adviser,nl,9876,-0.3090705600849497
gorilla,en,9877,-0.30919769420147547
vegetation,zh,9878,-0.3092353878702879
bright,es,9879,-0.30952744745623056
sell,es,9880,-0.3096062163639873
pyramid,en,9881,-0.3096159834631088
quasi,en,9882,-0.30966300337049685
entropy,zh,9883,-0.3096637255966072
wig,es,9884,-0.30977510209239767
incisor,es,9885,-0.3099425471300175
hostility,en,9886,-0.3100162872021165
transformer,zh,9887,-0.3101233421447598
invalid,es,9888,-0.31013753811971884
cataract,en,9889,-0.3101455383343675
hypothermia,nl,9890,-0.3102674025923831
hypothermia,es,9891,-0.3102674025923847
ranger,es,9892,-0.31030140860060657
ranger,zh,9893,-0.31030140860060823
ambush,en,9894,-0.31038184330995866
incest,nl,9895,-0.3105374596811273
miner,es,9896,-0.3105378875317955
component,es,9897,-0.31076600109809527
malnutrition,zh,9898,-0.31121819719345123
poster,zh,9899,-0.31169034822042835
emergence,en,9900,-0.31175853889922606
covet,zh,9901,-0.3118458142940831
feeling,es,9902,-0.3120511125596928
patriarchal,en,9903,-0.3122323082367983
philosopher,es,9904,-0.31231549354279337
epilepsy,es,9905,-0.3125441741064282
bleach,zh,9906,-0.3126897746082435
patience,nl,9907,-0.3127014408144247
monthly,es,9908,-0.31274072105257944
mature,en,9909,-0.312809587028328
farewell,es,9910,-0.3128103232308251
audible,es,9911,-0.3129170326126767
profitability,nl,9912,-0.3129198301550081
profitability,en,9913,-0.3129198301550114
computing,nl,9914,-0.31338220865948163
softball,en,9915,-0.31343039865384426
brilliant,zh,9916,-0.31354779893651674
pine,en,9917,-0.31375764929507494
dictatorship,nl,9918,-0.31379539609463036
prostate,zh,9919,-0.31393720404034486
audience,en,9920,-0.3140551229191265
regeneration,nl,9921,-0.31409163547744984
regeneration,en,9922,-0.3140916354774531
cowboy,nl,9923,-0.31419771239535405
aspirin,zh,9924,-0.31454754200977575
typical,en,9925,-0.31479201640724014
tactical,en,9926,-0.31479307434982773
cramp,es,9927,-0.31485114211494464
enzyme,nl,9928,-0.3151460142208543
observatory,nl,9929,-0.31527064317048314
observatory,zh,9930,-0.3152706431704864
buffer,en,9931,-0.3152741976920228
miser,en,9932,-0.3152867718334544
strike,es,9933,-0.31595866610676215
saline,en,9934,-0.31603503960152785
economist,nl,9935,-0.3160947889805851
economist,zh,9936,-0.31609478898058835
cancel,es,9937,-0.31610660230894183
elixir,es,9938,-0.3163732049980272
recorder,zh,9939,-0.31652882470870686
republicans,es,9940,-0.3165289455874984
beginner,en,9941,-0.31670071131568656
wasting,es,9942,-0.3167877483775666
multiplication,en,9943,-0.3169451356336104
cellulose,nl,9944,-0.31727418697622833
digital,es,9945,-0.31731563334884216
diameter,nl,9946,-0.3175494905499622
today,zh,9947,-0.3176686001000854
throne,es,9948,-0.3176714903373285
rating,en,9949,-0.3178674892753001
shocking,en,9950,-0.31789900391745035
fermentation,nl,9951,-0.3182301799638891
insert,es,9952,-0.3182618254918495
sweet,zh,9953,-0.3184763500199449
aerobic,nl,9954,-0.3185142166504011
environment,nl,9955,-0.3185214056324585
distil,nl,9956,-0.3186832014144904
distil,en,9957,-0.3186832014144937
subsidy,nl,9958,-0.3188254915463785
drown,zh,9959,-0.3190863938327491
nickel,nl,9960,-0.3191935154216061
microwave,es,9961,-0.3194203262702465
citrus,zh,9962,-0.31942282030582947
ligament,nl,9963,-0.31945275862188055
asparagus,es,9964,-0.31949018330172146
revoke,en,9965,-0.31993788414470314
summary,en,9966,-0.32083645980784875
nectar,zh,9967,-0.3208559451306254
wheel,nl,9968,-0.32085771762946824
piston,es,9969,-0.32093498488491334
piston,zh,9970,-0.320934984884915
thrive,zh,9971,-0.32112570695651577
harpoon,es,9972,-0.3211378160635857
centrifuge,es,9973,-0.3212220447830164
colony,nl,9974,-0.32144559502206355
user,nl,9975,-0.32150029829215543
brain,zh,9976,-0.3216520685081074
specification,en,9977,-0.32174172203727924
poet,nl,9978,-0.32206027605656357
juggling,en,9979,-0.32211140625791
urea,en,9980,-0.3221161226085944
winner,en,9981,-0.3221498167962447
simulation,en,9982,-0.3225431356543585
cart,es,9983,-0.322635284045009
epilepsy,zh,9984,-0.3227160386959654
tyrant,es,9985,-0.322879996857167
dove,nl,9986,-0.32309923562091425
induction,nl,9987,-0.32317884185011436
soloist,nl,9988,-0.3232513498887004
giraffe,nl,9989,-0.3232580205750745
cholesterol,zh,9990,-0.3235391029961718
debauchery,nl,9991,-0.3235435309087133
demonstration,es,9992,-0.323544991055085
compose,zh,9993,-0.32360773454502184
year,nl,9994,-0.3236643015829798
emerge,nl,9995,-0.3237677099618856
emerge,zh,9996,-0.32376770996188886
productivity,en,9997,-0.3238219972629812
sulfur,es,9998,-0.32396795189279787
error,es,9999,-0.3245543812105436
consonant,nl,10000,-0.32458401597302317
consonant,es,10001,-0.32458401597302483
ridiculous,nl,10002,-0.3249386581127114
geological,en,10003,-0.3250816258004094
inflation,zh,10004,-0.3251490338868302
write,es,10005,-0.32539168764081516
residence,en,10006,-0.32561480843083224
congress,zh,10007,-0.3257097460864829
bourgeois,nl,10008,-0.32579054468577107
heir,nl,10009,-0.32616112943328257
derivative,zh,10010,-0.32621886095457997
zombie,en,10011,-0.32634297738946755
plaster,nl,10012,-0.3264968998337588
suite,es,10013,-0.32720231762106344
selfish,zh,10014,-0.32722776194097697
accelerator,es,10015,-0.3272600854165963
underground,nl,10016,-0.3275184147538929
slave,zh,10017,-0.3275986601106527
electrode,es,10018,-0.32760711980448487
shield,nl,10019,-0.3284397604435869
proletarian,es,10020,-0.328441226257276
wide,nl,10021,-0.3287956250006321
stunt,en,10022,-0.3288579481455109
provincial,nl,10023,-0.3290468866092297
lyrical,nl,10024,-0.32921403887664913
rugby,nl,10025,-0.329438120652635
encryption,es,10026,-0.3295462555434374
colony,en,10027,-0.3295916999281522
curvature,es,10028,-0.32987445246573566
spell,nl,10029,-0.3307313384987258
sensitive,zh,10030,-0.33083729399948913
distinction,nl,10031,-0.3309412492776304
cowardice,nl,10032,-0.33106428415927386
heavy,es,10033,-0.33110918661105526
porcelain,es,10034,-0.3312423074576676
oxidation,nl,10035,-0.33139252128659524
oxidation,es,10036,-0.3313925212865969
tunnel,nl,10037,-0.3316191281998928
famous,nl,10038,-0.3318251461556064
catering,nl,10039,-0.3319848043640091
transfusion,nl,10040,-0.3320498911952289
camp,es,10041,-0.3321774413777043
peach,es,10042,-0.33222015215771455
disadvantage,nl,10043,-0.3322810385378052
reactionary,nl,10044,-0.3325000023248282
embassy,es,10045,-0.3325200126562253
ant,nl,10046,-0.3325471372593937
speculation,nl,10047,-0.3327936957792858
tricycle,es,10048,-0.33293599284382325
bilateral,nl,10049,-0.33296212378770035
bilateral,en,10050,-0.3329621237877036
bulge,es,10051,-0.3331867036676309
gambler,es,10052,-0.3336173387439971
accordion,en,10053,-0.3337011570060326
atrophy,es,10054,-0.333745926544067
crucifixion,es,10055,-0.3337638378106992
malnutrition,nl,10056,-0.333849417247877
meteorite,es,10057,-0.33385144881839995
founder,nl,10058,-0.3342855150157355
liquidation,en,10059,-0.3346819090315749
stack,zh,10060,-0.33495802533506935
shepherd,zh,10061,-0.334986489708237
festive,en,10062,-0.3354864806995277
tanker,zh,10063,-0.3355084345648958
death,en,10064,-0.33558417711011457
wine,en,10065,-0.33563730541842335
trench,nl,10066,-0.3356768541320506
fasting,zh,10067,-0.335751892135048
compression,es,10068,-0.33586080675089336
criminal,zh,10069,-0.33586269302519195
coherent,nl,10070,-0.3359860784631349
shop,en,10071,-0.3360433963921797
examiner,en,10072,-0.3360677884843332
swimsuit,en,10073,-0.3363463485007654
knot,en,10074,-0.3365276201776856
muffin,es,10075,-0.3365383243286047
serum,nl,10076,-0.33660410493420373
rice,es,10077,-0.33668358483455957
chant,nl,10078,-0.33680021974270197
incision,nl,10079,-0.3371875053695538
incision,zh,10080,-0.33718750536955705
gynecologist,en,10081,-0.3371978111170161
blue,zh,10082,-0.33747284110625936
continuity,en,10083,-0.33748522929668695
boutique,es,10084,-0.337831576102029
calorie,nl,10085,-0.3380442708048034
normal,en,10086,-0.338352820042021
gynecologist,es,10087,-0.33846541106617617
barely,en,10088,-0.33860764088722484
gear,es,10089,-0.3389516700639094
shameless,en,10090,-0.3389688900018487
cocktail,zh,10091,-0.33907386649732374
fantasy,zh,10092,-0.3390834337049836
emerald,es,10093,-0.3390991859778493
irresponsible,nl,10094,-0.33927170092623754
vegetable,nl,10095,-0.33937265571757586
sigh,nl,10096,-0.3394420481756818
mutiny,nl,10097,-0.3397195405123494
hub,es,10098,-0.33971990665497187
voter,zh,10099,-0.33989392744207997
embroidery,nl,10100,-0.33990912791469
cell,en,10101,-0.339931138929642
hippo,es,10102,-0.3401648492127392
testicle,zh,10103,-0.3401656559282223
calcium,zh,10104,-0.34021533213688754
liquidate,en,10105,-0.34039620107472923
cubic,zh,10106,-0.3411466834394083
succulent,es,10107,-0.3412158949899372
correspond,en,10108,-0.3412445817172952
domination,en,10109,-0.3413567041922172
defeat,nl,10110,-0.34142675566106484
available,es,10111,-0.3414965021442888
totem,nl,10112,-0.3418383648527667
coal,nl,10113,-0.3421277931800419
pet,en,10114,-0.34220221199677003
revolution,es,10115,-0.342303459455273
accelerate,nl,10116,-0.3423219513444273
soldier,en,10117,-0.3424139813671339
authenticity,en,10118,-0.34259562057776044
shotgun,en,10119,-0.34263654126874254
dye,en,10120,-0.3427689787268506
infantry,es,10121,-0.3429879347010548
strengthen,nl,10122,-0.3431476838487915
bear,nl,10123,-0.34327246711127135
eyebrow,nl,10124,-0.34340286818848925
lick,nl,10125,-0.3434078016889022
soften,en,10126,-0.3437092098676411
clarinet,nl,10127,-0.3437551728905501
theology,nl,10128,-0.34395389618562106
documentary,nl,10129,-0.3442176661479786
matador,nl,10130,-0.3443507173647342
appease,en,10131,-0.3444787661486662
devil,nl,10132,-0.3445732194386709
covet,es,10133,-0.3447358379304734
dune,en,10134,-0.3447677087220281
crew,nl,10135,-0.3448378261409319
clot,nl,10136,-0.3450177351737359
clot,zh,10137,-0.3450177351737392
deprivation,en,10138,-0.3457350021243426
patriarch,es,10139,-0.34617300962125747
bulge,nl,10140,-0.3466502755978872
speed,en,10141,-0.34672615746615376
credible,nl,10142,-0.3467947212846625
samurai,en,10143,-0.3472509885922909
saga,es,10144,-0.34727209404310266
saga,zh,10145,-0.34727209404310433
obituary,en,10146,-0.3475288487945337
inspiration,nl,10147,-0.34786089843037815
surgery,en,10148,-0.3481503156539867
ultraviolet,nl,10149,-0.3481540119653149
ultraviolet,en,10150,-0.3481540119653182
organization,es,10151,-0.3481658140750499
swell,nl,10152,-0.34848517181387845
masking,nl,10153,-0.3485182786598296
processor,es,10154,-0.3485470557797393
vacant,zh,10155,-0.3485986770902562
meteorology,nl,10156,-0.3487592506944867
meteorology,zh,10157,-0.34875925069449
printing,zh,10158,-0.34893797683484556
eyebrow,es,10159,-0.34906908518948526
find,zh,10160,-0.3491880765040749
sensational,nl,10161,-0.3495490058294068
audition,en,10162,-0.34956765092086506
gently,es,10163,-0.3495792031022227
lever,es,10164,-0.3496534596723021
excuse,en,10165,-0.34975341183368697
dice,en,10166,-0.34994589190147457
suburb,nl,10167,-0.3499876458714202
esoteric,en,10168,-0.3500025256672257
liberal,nl,10169,-0.3502224109586594
social,es,10170,-0.3504987657123367
favorite,en,10171,-0.3506381618994772
bridge,nl,10172,-0.3506574823669939
meadow,es,10173,-0.3507143740327592
tablecloth,zh,10174,-0.3511229496151614
countless,nl,10175,-0.3512945700678757
motto,zh,10176,-0.35139457209960223
parallel,en,10177,-0.35143216132003263
bishop,es,10178,-0.351442760429521
pioneer,zh,10179,-0.3514989700233635
weightlifting,en,10180,-0.3515609791481826
flammable,zh,10181,-0.3515844005735224
pilot,nl,10182,-0.35160029310179025
hoist,en,10183,-0.3516044306678417
esophagus,es,10184,-0.3517309810521277
esophagus,zh,10185,-0.35173098105212935
feed,nl,10186,-0.35196828049851525
hand,en,10187,-0.35215001037447136
official,en,10188,-0.3522091462329585
dismantle,es,10189,-0.3526608933351482
lemon,zh,10190,-0.3528705402642737
algebra,nl,10191,-0.3531100204012025
millennium,zh,10192,-0.3533562409262056
heritage,en,10193,-0.3536781538343439
sort,zh,10194,-0.35396861706076
adventure,es,10195,-0.35415719501066056
polymer,nl,10196,-0.35424982104207836
polymer,es,10197,-0.35424982104208
mirage,es,10198,-0.35433770064120373
indifferent,en,10199,-0.35455789449351754
cyanide,nl,10200,-0.3546392322489657
preliminary,nl,10201,-0.3547853857195193
gravity,es,10202,-0.3550635981704124
vanguard,en,10203,-0.355134460222865
vanguard,zh,10204,-0.355134460222865
vulnerable,es,10205,-0.35520596622222195
request,en,10206,-0.3553724535271643
newborn,es,10207,-0.35537826768728403
ranch,es,10208,-0.3555021346507588
nationality,es,10209,-0.35558057070504456
methane,nl,10210,-0.35560329755670345
hysteria,es,10211,-0.3556297777681921
colon,zh,10212,-0.3559737066524766
ninja,zh,10213,-0.3559810329787378
catharsis,nl,10214,-0.35599416426151836
catharsis,en,10215,-0.35599416426152164
monotonous,es,10216,-0.3560635893817131
visa,es,10217,-0.35612411461552684
pagan,es,10218,-0.35627297029695276
embassy,en,10219,-0.3564248599355522
cry,en,10220,-0.3564754978409635
shrub,es,10221,-0.35650612023488254
stingy,en,10222,-0.35677109707202603
homeless,nl,10223,-0.35677526662069453
semantic,nl,10224,-0.3569910192961418
semantic,zh,10225,-0.3569910192961451
missile,en,10226,-0.3570899390891424
chronic,es,10227,-0.3571361080073192
chronic,zh,10228,-0.3571361080073209
gypsy,zh,10229,-0.35729744795274254
activity,es,10230,-0.35745128244964436
west,nl,10231,-0.35745394744104764
criminal,nl,10232,-0.3574693727252172
file,en,10233,-0.357750843648894
chopstick,nl,10234,-0.35777903030369124
ozone,es,10235,-0.35789498910804046
dictionary,en,10236,-0.3579115048610619
nose,zh,10237,-0.35805297331567193
illegal,nl,10238,-0.35829848839999706
bodyguard,en,10239,-0.35845388486867974
ancestor,nl,10240,-0.3585312776594861
mentor,en,10241,-0.35878253189530523
cleaning,zh,10242,-0.35893532241289144
orchard,es,10243,-0.35899322444482085
narrator,en,10244,-0.35921199537777665
narrator,zh,10245,-0.35921199537777665
student,en,10246,-0.35934401722604675
livestock,zh,10247,-0.3596200710354601
circuit,en,10248,-0.3603490383560153
dehydration,nl,10249,-0.3606598824079046
throw,es,10250,-0.3607720290701767
who,en,10251,-0.3608805708720746
lawyer,en,10252,-0.361198996229792
prostitution,nl,10253,-0.36144160615256443
titan,nl,10254,-0.3615560224890306
titan,es,10255,-0.3615560224890323
dart,nl,10256,-0.36203587433858375
monologue,zh,10257,-0.36205741836082017
reader,en,10258,-0.36234926052026967
morphine,es,10259,-0.362391896601755
guitarist,es,10260,-0.3624080629456674
liver,nl,10261,-0.3624411592613193
magnesium,en,10262,-0.3628608051481939
lime,zh,10263,-0.3629207183189423
composer,en,10264,-0.36308826333633004
association,en,10265,-0.3634237011807866
rocket,en,10266,-0.363456407437833
catfish,en,10267,-0.36358219112001305
harmonica,es,10268,-0.36362399067380385
evacuation,es,10269,-0.36376051192967224
aurora,nl,10270,-0.3640766692967641
seed,en,10271,-0.3643263031588675
banker,es,10272,-0.364351447045153
cramp,en,10273,-0.36445392357561784
stepfather,es,10274,-0.3645920818938592
tinnitus,nl,10275,-0.36462140484747146
tinnitus,es,10276,-0.36462140484747313
stretcher,zh,10277,-0.3646413163576566
slum,es,10278,-0.36470260316496383
slum,zh,10279,-0.36470260316496544
hypnosis,es,10280,-0.36475928716721867
reactor,es,10281,-0.3653200225772275
producer,nl,10282,-0.3658451767176671
evacuation,en,10283,-0.36588875514884567
convulsion,nl,10284,-0.3659127607961027
convulsion,es,10285,-0.36591276079610435
convulsion,en,10286,-0.365912760796106
survivor,nl,10287,-0.36596825390059323
bungalow,es,10288,-0.366364598366672
advocate,es,10289,-0.36642723235118146
more,en,10290,-0.36662287061152576
ravine,en,10291,-0.3667574100287639
disfigure,en,10292,-0.36678573532696995
prophet,es,10293,-0.3669807016168431
sleepwalking,es,10294,-0.3669899746570434
sleepwalking,en,10295,-0.3669899746570451
grain,es,10296,-0.3671038444372217
malaria,zh,10297,-0.3671626587094395
lyrical,en,10298,-0.3677179333139803
instinct,en,10299,-0.3678445890616426
domino,es,10300,-0.3679219751009942
gigolo,nl,10301,-0.3681012637932577
gigolo,es,10302,-0.3681012637932593
petrify,en,10303,-0.3681391792284079
work,nl,10304,-0.3681652612483955
iodine,es,10305,-0.36831618792385656
machete,es,10306,-0.36843329353318793
rainfall,en,10307,-0.36920177091707207
leukemia,nl,10308,-0.3692172324783526
leukemia,es,10309,-0.3692172324783542
leukemia,en,10310,-0.36921723247835586
descendant,nl,10311,-0.36952857416634294
grey,es,10312,-0.36986013182814637
kaleidoscope,nl,10313,-0.3698637096573733
member,es,10314,-0.3700217670355096
anthem,en,10315,-0.37029077978378483
trigger,zh,10316,-0.3705332603935198
beet,zh,10317,-0.37054944978434406
tungsten,es,10318,-0.37107301585004415
barely,es,10319,-0.37113301913219215
interval,nl,10320,-0.37119266503294057
nursery,nl,10321,-0.37262446316587633
nursery,zh,10322,-0.3726244631658796
inflatable,en,10323,-0.3727770446024495
permanent,nl,10324,-0.372879006123022
detection,es,10325,-0.3738506827379844
lurk,nl,10326,-0.37385738675799024
deadline,en,10327,-0.37401050994493784
potassium,zh,10328,-0.3740633724498837
fugitive,en,10329,-0.3741821296875909
beneficiary,en,10330,-0.3744630949793672
claim,nl,10331,-0.37477706426267443
reprimand,en,10332,-0.3751799520771577
port,zh,10333,-0.3752063690523442
prince,nl,10334,-0.3759248355805615
conditioning,en,10335,-0.3759427867154213
well,en,10336,-0.3760923742390886
multiplication,zh,10337,-0.3769187416191835
diabetes,en,10338,-0.37707949394502815
writer,en,10339,-0.3771767320416257
accordion,es,10340,-0.3773756146456305
communion,en,10341,-0.37749626069166176
harness,nl,10342,-0.37767436933113036
harness,es,10343,-0.37767436933113196
minimalist,es,10344,-0.3776900625941333
dividend,nl,10345,-0.3779206889321916
extinguish,es,10346,-0.37802340621074904
cigar,nl,10347,-0.3781449188900758
peninsula,nl,10348,-0.3781766772053429
reinforcement,zh,10349,-0.3784612421290398
skull,en,10350,-0.37858397725348064
hallucination,es,10351,-0.3787333955740911
verse,zh,10352,-0.3790044122160727
degeneration,nl,10353,-0.37903885482891747
strangle,zh,10354,-0.3791985538601679
president,es,10355,-0.3793795017884706
domain,en,10356,-0.3794279672214733
audible,nl,10357,-0.3795452175837185
orthodox,nl,10358,-0.3795743514983157
seventeen,es,10359,-0.3796251864988631
psalm,en,10360,-0.3796842222323272
monologue,es,10361,-0.37989533294428257
election,nl,10362,-0.3800215619494756
planetarium,nl,10363,-0.38010630713009746
turntable,nl,10364,-0.38018180750586533
representative,en,10365,-0.38053040112022696
reliability,zh,10366,-0.380582871432045
telegraph,es,10367,-0.38059354447341853
corpse,es,10368,-0.3806400161950154
perjury,en,10369,-0.3810219760954847
chastity,en,10370,-0.3810988515927738
pickpocket,es,10371,-0.38115179396111454
clog,nl,10372,-0.381436591231358
receipt,zh,10373,-0.3816456858100502
electromagnetic,es,10374,-0.38166780221274405
pessimistic,nl,10375,-0.38171230736680345
anonymous,es,10376,-0.3817961981444343
codex,es,10377,-0.38210964242547285
supervisor,es,10378,-0.38234364669995297
dissident,nl,10379,-0.38290351740194456
climax,nl,10380,-0.3838227165427183
placenta,en,10381,-0.3840356220067621
threat,es,10382,-0.38404088176725915
epilepsy,en,10383,-0.38416472655578215
pet,nl,10384,-0.3849210510423425
appetizer,zh,10385,-0.38507237838018693
caviar,es,10386,-0.38525290459055067
cool,zh,10387,-0.3853170575039837
sinner,es,10388,-0.3853993305868459
sentimental,en,10389,-0.3855081067690869
champagne,en,10390,-0.38558614758186915
exile,nl,10391,-0.385694228828866
captain,es,10392,-0.38577537794291866
swamp,nl,10393,-0.38588414474439214
thickness,es,10394,-0.3862172500522897
donation,nl,10395,-0.38622742842383784
decode,nl,10396,-0.38648551636771145
decode,es,10397,-0.3864855163677131
architecture,nl,10398,-0.3865303074943372
polyp,es,10399,-0.3867107368657554
washer,nl,10400,-0.3875485472373635
tube,es,10401,-0.38808655860727564
papaya,nl,10402,-0.3884181090983727
neglect,en,10403,-0.38905420622820225
disinfectant,zh,10404,-0.3891010339905865
woodworking,nl,10405,-0.3891075782263892
sapphire,nl,10406,-0.38918710617701674
plaintiff,nl,10407,-0.38940478444615195
magnesium,es,10408,-0.38942745950416735
impress,zh,10409,-0.38976774390270075
arsenic,zh,10410,-0.3898268160333877
promiscuous,nl,10411,-0.38983888008232914
promiscuous,zh,10412,-0.3898388800823325
suburb,es,10413,-0.39020355226156667
simple,es,10414,-0.39069539058813535
trance,zh,10415,-0.39080323025297165
imitation,en,10416,-0.39108161936269864
buffalo,zh,10417,-0.39131010739773425
menopause,en,10418,-0.39131920005343657
